appId,content,score,at
com.alloapp.yump,"It will be my first time for give a 1-star review on app. There are reason to not use and choose Allo Bank app to saving your money. Bad UI/UX, better not use for saving but if you want to use for limited payment for limited merchant, you can use it with some problem required before it was success, thanks me later",1,2022-06-12 18:19:12
com.alloapp.yump,"The app isn't ready to launch for me, it took extra times only for top up, I can't transferred for a payment to Detik and made my ticket expired.",1,2022-05-20 09:20:15
com.alloapp.yump,several times I can't login. so my money also can not be taken. very bad app! can't log in using the correct password or using a fingerprint.,1,2023-05-06 16:07:52
com.alloapp.yump,"Very hard and slow to install. One reason to install because want to purchase music show, but on the D Day, sold out. Auto uninstalled, hope your bad marketing capaign will backfire you.",1,2022-05-17 20:41:54
com.alloapp.yump,"Worst app! I want to changed my password because i forgot my old password but when I'm tying to changed, it doesn't give me a code. And when i cross-check my numbers There were lots of (****) even though I had written my number correctly",1,2023-10-16 13:10:59
com.alloapp.yump,"Tried multiple times to upgrade to allo prime and never successful, failed after taking selfies.. even when I try during working hours, always same negative response..",1,2023-03-28 12:07:52
com.alloapp.yump,i think this is not a bank app. This app is like a digital wallet. UI is very unfriendly. Like a news site. Highly not recommended. Just Uninstall.,1,2022-07-30 21:30:46
com.alloapp.yump,App keeps restarting when attempting to update. The worst digital bank app in Indonesia -- it's extremely unreliable!,1,2022-11-16 18:01:33
com.alloapp.yump,"Bad experience, tried to upgrade account however said that were issued with connection severely times. My money got stuck ini this application can't withdrawal",1,2022-08-28 20:34:52
com.alloapp.yump,"Very bad bad bad bad experience. I do top up from BNI, my BNI ballance had been cutted for the transaction but 0 rupiah I received in my Allo wallet. Also, their inadequate production team for the event Allo Bank Festival. Bad marketing, bad execution.",1,2022-05-17 10:37:37
com.alloapp.yump,"I used this app only for parking at Transmart. It was only cost 1 cent BUT NOW its all gone. To use that 1 cent, you need to have minimum purchases, 100k-ish. Like fr bro? Ffs.",1,2023-09-17 20:46:05
com.alloapp.yump,Dont understand what this app use for After log in and then you stuck cannot do anything Want to make the wallet but it keeps say error The app already in my phone since 6month and still there is no improvement Useless app,1,2022-12-12 11:53:13
com.alloapp.yump,Tried to register and failed at verification. Already put the right number but its said nomor tidak sesuai. Attempt second time with new right number still the same result nomor tidak sesuai. After 5 attempt it said try again tomorrow. What stupid joke apps made ever. Not really trust want to do banking with this bank now.,1,2022-05-27 11:33:42
com.alloapp.yump,"Parking Payment System teraneh, terajaib dgn segala problemnya. 1. Scan qr tiket parkir min 15 seblum keluar ? (Pointless payment, better cash) 2. On app, ticket was scanned. Di gate payment tidak terbaca. Musti scan ulang (balik lagi better cash) Benerin dulu deh sebelum di lempar user",1,2023-12-23 15:32:17
com.alloapp.yump,"Oh God!... 'Premature' Apps, the worst ever. Can't Log in, I've tried many times, even though I've uninstalled and reinstalled👎",1,2023-04-08 12:50:39
com.alloapp.yump,"App isn't working properly, I want to take my money but unable to log in (did in many times) even though my network is stable. Sorry, won't recommend this app🙏",1,2023-04-15 21:02:33
com.alloapp.yump,"Hang, cannot use even when connection are fast as possible. Reinstall but nothing change. I got it when you just needed to collect money but cannot spend it.",1,2023-04-09 11:20:13
com.alloapp.yump,"Bank B3g* kalo ga bisa bikin app gausa sok sok an bikin app kek gini. Nyusahin. Scam, promo nipu",1,2024-05-19 17:47:09
com.alloapp.yump,Garbage app I ever know...,1,2024-07-19 09:37:41
com.alloapp.yump,"Useless application. no coupon, no discount, category can't click very bad application auto close during registration. FAQ not detail. Chat with us can't use.",1,2022-06-25 17:50:43
com.alloapp.yump,Mostly cant login,1,2024-06-02 17:30:35
com.alloapp.yump,OTP didn't received for forgetting my pass after several times trying 🙄,1,2024-03-19 04:01:32
com.alloapp.yump,Cant upgrade to allo prime for face detection never successful and should begin again to scan ektp.,1,2022-09-08 15:40:25
com.alloapp.yump,"We worked together for sponsors, and managed to collect more than 80 users, but they (allobank team) were not professional.",1,2024-07-03 16:37:12
com.alloapp.yump,honestly for an app from big corp this is embarassing and disappointing. i want to upgrade to allo prime but got stuck in id verification. please don't do jobseekers dirty like this,1,2022-05-18 13:51:08
com.alloapp.yump,"First time install on my device, it wont start. It says update failed, make sure u u have internet connection. Whats wrong with that. Internet stable. Please fix.",1,2022-08-31 14:14:16
com.alloapp.yump,Looking at the all bad reviews and confirm will not use it. This digital bank needs a lot to improve.,1,2022-06-26 02:08:46
com.alloapp.yump,Extremely very slow loading response. Updated it every week only for getting slower and slower loading response.,1,2022-09-03 19:21:03
com.alloapp.yump,Dangerous Bank!! Never put your money here. They froze my account with no reason and never unfreeze it despite my repeatedly complaints to them. Never use this apps!,1,2022-08-31 21:44:52
com.alloapp.yump,"The UI/UX was very bad, can't login properly, the session login always error, the server was always down",1,2023-04-30 16:02:41
com.alloapp.yump,Indosat im3 keep on messaging me about this garbage trashcan app so that i can register paylater but in fact there's no direct loan you need to fill bunch of bs and then they wont lend you any money! They just a data thief,1,2023-06-15 17:05:25
com.alloapp.yump,"Cannot upgrade, stuck after taking selfie. Contacting customer service was no use. App is not usable",1,2023-12-30 18:35:57
com.alloapp.yump,"It's difficult to upgrade alloprime, always error. Top up only using BI Fast, i can't top up using online mbanking.",1,2022-05-18 05:38:59
com.alloapp.yump,"To be frankly honest, it's the worst digital bank application at all cost I won't continue using it. Hard to login and even often crash 👎🏻",1,2022-05-21 10:32:29
com.alloapp.yump,"Limited number of log in? You got to be kidding me, and can't top up through any bank the account ID is invalid, customer service didn't answer any DM, call, or WA.",1,2022-05-19 00:32:06
com.alloapp.yump,"Cannot login anymore, if I try entering password, then it just doing nothing. Lol. Not even respond to wrong password.",1,2023-05-03 08:59:11
com.alloapp.yump,The process of photo/scan ID card is very difficult and always fail!! Tried several times also failed. What the hell...,1,2022-06-21 08:30:16
com.alloapp.yump,"Using Kpop groups to attract customers is fine, but the app is super bad, it keeps crashing.",1,2022-05-17 11:02:52
com.alloapp.yump,"After update cannot using all feature, like QR, Top Up, etc just feature paylater i can press and jump to their page... please fix it",1,2023-06-17 09:16:41
com.alloapp.yump,"Google play,please review this dummy apps..developer seem just deploy development package to playstore. Many function in this apps not work and behave weird. Jokes",1,2023-03-14 20:49:15
com.alloapp.yump,"Worst mbanking ever. I’m really dissatisfied with Allobank fest ticketing, with the crew, and the app. Everytime i login, the app always force close.",1,2022-05-22 15:59:27
com.alloapp.yump,I don't even know what's happened. I couldn't log in. Each time. Ce out either wrong phone number or email already have been used.. Stupid.. Lucky I haven't top up...,1,2022-08-24 06:58:58
com.alloapp.yump,"I can't sign up, when I fill registration form and tap submit button then nothing happen, it doesn't redirect to the next step",1,2022-05-17 08:12:55
com.alloapp.yump,Worst app. Cant even registration. Keep error 🙄 its better to fixed the internal issues than paying superstars to promoted your app and ignored your potential customers complaint 🙄,1,2023-06-11 07:55:05
com.alloapp.yump,Is this beta application or something? The app feels half baked. The UI/UX is so bad and unresponsive. So many flaws. It feels like I'm using website instead of native app.,1,2022-06-23 15:16:29
com.alloapp.yump,Can't login. Something wrong with this app. I can't login eventhough I already uninstall and install several times,1,2023-05-04 20:09:47
com.alloapp.yump,Useless. Almost nothing to do. Even Bank Jago is far more useful. I'm reinstalled this app just to write this review. Gonna uninstall again.,1,2023-07-04 13:48:17
com.alloapp.yump,The worst ever. I installed this app and have account not because my will. This app makes me feel insecure everytime i have money on it.,1,2023-07-27 01:53:22
com.alloapp.yump,"This app can't work properly, either login or register within this device Xiaomi 12 Lite with ROM MIUI Global 14.0.5 and OS Android version 13 TKQ1.220807.01.",1,2023-08-03 10:22:52
com.alloapp.yump,"Lol, auto logged out, and after update, worse Even i can't logged in, stuck in log in screen.",1,2022-11-17 17:16:49
com.alloapp.yump,Bad app. We can not enter our account. The app is too slow. Didn't friendly for user,1,2023-04-26 18:22:17
com.alloapp.yump,"System error all the time,every time i wanna log in it say system error..damn this app is very useless..",1,2023-01-09 20:58:25
com.alloapp.yump,Kaspersky mendeteksi aplikasi ini berulang kali: Intruder my use the app not-a-virus:HEUR:RiskTool.AndroidOS.SpyLoan.gu to harm your device or exploit your personal data; Sebelumnya tidak seperti ini.,1,2023-01-04 12:48:40
com.alloapp.yump,"Bad experience. It's heartbreaking, no words can describe on how I really disappointed with this app",1,2022-05-18 07:43:56
com.alloapp.yump,"Why even bother detailing how unusable this app is, I can safely say this is by the worst e-wallet app I've ever encountered.",1,2023-05-12 17:15:32
com.alloapp.yump,"Install, register, then it says update failed, check the internet connection. WT*! Better uninstall it.",1,2022-09-01 20:52:42
com.alloapp.yump,Very frustating for uploading KTP. It repeatedly says no internet while in fact no problem with internet connection,1,2022-08-20 12:06:29
com.alloapp.yump,"Good marketing with poor application, I want to upgrade into Allobank premium but always error when scanning ID card",1,2022-05-10 20:18:10
com.alloapp.yump,why you release application without hundred or millions try and error? system is really really bad and slow. I can't find any good reason used this application 👎,1,2022-05-17 12:03:58
com.alloapp.yump,"Cant open app when i need to pay, usually it works fine, and then this time it wont let me login using biometric",1,2023-04-08 19:55:26
com.alloapp.yump,Very bad app..since the latest update I can't open this app and can't do anything on my savings,1,2022-09-15 05:31:34
com.alloapp.yump,"aside from the festival ticketing, i think your app on its own is also bad, allo bank. coba dong direvamp, itu butir2 terms & conditionsnya di app aja masih ada yang salah",1,2022-05-17 18:21:27
com.alloapp.yump,"really bad app, i can't even login as the apps keeps blinking, it is really dangerous to keep money in this app",1,2023-01-28 01:21:39
com.alloapp.yump,this apps its suck from very beginning i downloaded till now the system always error duh if you're not ready CT Corp better not release this apps,1,2022-05-17 19:32:07
com.alloapp.yump,I cant upgrade to alloprime.. Always error... I have tried many times..and always failed..I think this application is not ready to launch...,1,2022-06-07 22:06:38
com.alloapp.yump,"Laggy and buggy experience, can't even login, how could even we pay? Totally useless.",1,2023-04-21 23:48:07
com.alloapp.yump,Unable to upgrade to Allo Prime. Always failed in the ID card verification. Duh!,1,2022-05-27 19:00:19
com.alloapp.yump,"Hi ,this app doesn't allow me to log in and I suddenly couldn't log in with biometric. Please help",1,2023-05-20 20:46:40
com.alloapp.yump,"Worse bank app, very hard to register, upgrade ever and online payment menu doesn't work. Really not recommeded🤬🤬🤬🤬🤬😡😡😡😡😡👎👎👎👎👎",1,2023-07-19 05:45:07
com.alloapp.yump,"Hardly to scan identity card to become premier, whats the point using small frame to scan it? Why not using whole space to scan the identity card?",1,2022-05-20 19:58:41
com.alloapp.yump,I can't login to my detik account because of this annoying apps. What a bad ecosystem application!,1,2022-07-21 19:22:54
com.alloapp.yump,"Force update when open not from Google Play, and cannot login when want to pay parking so pay full price",1,2022-09-15 20:03:54
com.alloapp.yump,"I cant login, can't use finger print. Have money inside that i can't use. Another scam app.",1,2023-03-31 09:42:30
com.alloapp.yump,"Useless app, is this a digital bank app or news portal map? its complicated, why not make simple app like Jenius BTPN? or any other bank?",1,2022-09-01 13:14:43
com.alloapp.yump,"Error login not work, many times to login, many times to uninstall, better uninstall forever",1,2023-03-26 11:03:50
com.alloapp.yump,"Buggy, biometric didn't work for infinix phone and customer service very slow to respons",1,2023-04-20 11:37:25
com.alloapp.yump,"I cannot log in to my account, it always kicked me out everytime I try to login",1,2022-11-08 12:34:12
com.alloapp.yump,"Always no connection, all other apps working fine, internet is on still not working",1,2022-08-10 20:14:19
com.alloapp.yump,"Very poor performance, home and notification, login biometric not responding.",1,2022-09-17 17:04:10
com.alloapp.yump,"Poor user experience, too much manual input for digital bank. Member of scam corporate group.",1,2023-04-03 08:42:31
com.alloapp.yump,Very bad. Always auto update (not asking permit first) very lag very heavy regret to download,1,2022-08-11 22:28:43
com.alloapp.yump,"Not useful at all, bad servers, funds get stuck when doing top ups.",1,2022-05-17 14:17:12
com.alloapp.yump,Always failed to topup for the first time after being verified and upgraded to alloprime.,1,2022-07-23 10:46:49
com.alloapp.yump,"when there is a promo on a certain day, this application always has a problem. big question mark.",1,2023-05-20 14:43:27
com.alloapp.yump,"The app keeps crashing, keeps logging out for no reason.",1,2022-05-18 12:02:57
com.alloapp.yump,Worsr app ever...dont even start if u cant handle it :/ app keeps crashing etc,1,2022-05-17 16:19:01
com.alloapp.yump,Very poor UI/UX. I can't top up and I wanna delete this app sorry it's not worth it tho.,1,2022-06-22 23:07:13
com.alloapp.yump,"Masih banyak error.. tidak bisa terima domain E-mail live dot com, padahal punya nya outlook dot com.. change E-mail susah banget, cursor nya pindah2 field..",1,2022-06-12 11:58:28
com.alloapp.yump,Error after update. Fingerprint also can't be used.,1,2023-05-14 05:55:28
com.alloapp.yump,Allobank the most terrible digital bank in indonesia👍 very slow and full of bugs.. Thanks,1,2024-01-30 03:34:31
com.alloapp.yump,"after install, cant opened. Useless and failed application!",1,2022-10-02 10:23:07
com.alloapp.yump,Cannot open the apps at all. Flashing all the time,1,2022-09-30 12:33:34
com.alloapp.yump,"Cannot login with fingerprint, just loading all the time",1,2022-10-31 12:19:22
com.alloapp.yump,"Can't even open the app, ""mandatory upgrade abnormal, restart the app""",1,2022-05-20 23:05:53
com.alloapp.yump,"I can't login, whenever i opened the app, it keeps loading and loading",1,2022-05-21 15:37:18
com.alloapp.yump,Poooorr performance. Failed to log in many times,1,2022-05-17 11:21:04
com.alloapp.yump,"Poor allo bank. Udh register, udh confirm password. Eh, begitu mau log in, katanya antara no hp ama password ga matching. Lah, piye ceritane? Tolong segera di fix lah...",1,2022-05-30 18:51:47
com.alloapp.yump,"Poor server, has limits of ppl entering, lots of troubles, not a trust worthy app, i suggest, uninstall",1,2022-05-17 17:14:43
com.alloapp.yump,"This app so bad, the server always crash and cant regist, not recommended, so poor",1,2022-05-18 10:59:52
com.alloapp.yump,Very bad app.. very difficult even to log in.. stupid app.. uninstall immediately,1,2022-09-02 11:53:43
com.alloapp.yump,"Stupid apps, installed this so that O can use for visiting tran studio, in fact useless apps, always fail everytime to pay",1,2022-08-17 15:16:42
com.alloapp.yump,Cant register.. Sms otp codes sent re always invalid... What a poorly implemented app...,1,2022-12-01 13:11:31
com.alloapp.yump,"App error more than a day, login only endless loading.",1,2023-07-11 09:09:05
com.alloapp.yump,"Hard to register, you guys really need to fix the registration system",1,2022-05-26 06:43:59
com.alloapp.yump,"KYC is so difficult, never I experience this level of difficulty when trying to do KYC. Please change your KYC service provider. Session too short, app slow",1,2022-06-14 19:42:33
com.alloapp.yump,sering error. sdb reset password berkali2. ttp ga bisa log in. menyebalkan.,1,2023-12-14 19:20:14
com.alloapp.yump,"I just dont understand, why you dont provide any information for banking products and so on. I wish i get more info about WHAT and HOW for all the products not the news 😑",1,2022-07-02 13:36:07
com.alloapp.yump,"Canot login app with lenovo z5(android 9), why? Please assist to repair. Thanks",1,2022-11-20 16:38:49
com.alloapp.yump,Susah apgrade jd prime... Mlm cb lbih dr 10 scan ktp n pagi lbh dri 10 juga..ttp g bs... Solusi sy logout n uninstall app...!,1,2022-06-02 05:33:33
com.alloapp.yump,"Not able to register or login, bugs everywhere, worst bank apps ever",1,2023-03-31 10:31:08
com.alloapp.yump,This digital Allo Bank its Trash. Can't transfer and also can't top up. Bad Bad..Good bye Allo Bank,1,2022-05-31 14:27:44
com.alloapp.yump,Unable to register,1,2024-05-18 21:34:51
com.alloapp.yump,"Very unhappy and unsatisfied application for Banking, so many problem, 👎 Pak CT, seharusnya Bapak mengganti developer yang buat aplikasi ini.",1,2023-12-10 15:58:55
com.alloapp.yump,mau transaksi... malah ga bs login krn system error... app blangsak....,1,2023-04-04 18:43:02
com.alloapp.yump,Paylater promo word Sgt janji busuk,1,2024-08-08 13:08:58
com.alloapp.yump,"Bad user experience, So hard to get in the apps. Not recommend.",1,2022-10-05 23:28:16
com.alloapp.yump,"Cannot login, allo app has limited numbers of login.. LOL..",1,2022-05-17 15:01:42
com.alloapp.yump,"Rather than pushing ""ppl"" to download this app, fix the operating system first. This app is not ready to operate.",1,2022-06-03 09:50:03
com.alloapp.yump,"Tiba2 ga Bisa log in, trs uninstall, saya install lgi, klik forget password, malah terminate hadeuh.",1,2023-03-27 16:52:50
com.alloapp.yump,i can't get thru after second pin the hell this app ain't perfect yet released,1,2022-05-16 22:03:04
com.alloapp.yump,"I tried to log in several times, but I didn't get thru.....so awful app",1,2023-04-01 22:15:23
com.alloapp.yump,"After updating the apps, So hard to log in, terrible",1,2022-09-13 07:16:52
com.alloapp.yump,"Cannot log in, keep stopping on log in page",1,2023-04-29 08:03:38
com.alloapp.yump,"Well, if you need paylater, Akulaku is better than this bank.",1,2024-08-05 23:00:57
com.alloapp.yump,"access is too easy to use, so it is widely used by fraudsters to scams",1,2023-01-23 00:28:58
com.alloapp.yump,"unable to change to prime , keep order repeat for more than one hours ....",1,2022-05-20 13:11:21
com.alloapp.yump,Cannot log in... After input password nothing happen...,1,2023-04-14 14:42:13
com.alloapp.yump,Tidak bisa verify email. Link yang dikirim untuk verify email nya gak jelas. Domain cannot be reached.,1,2022-05-16 12:41:19
com.alloapp.yump,"Poor experience ui/ux better use other digitalbank, always logged out by itself",1,2022-12-24 13:18:09
com.alloapp.yump,"Tried to many times scan for use it at transmart parking, but always fail.....finally, pay cash..sadly",1,2022-06-07 18:42:01
com.alloapp.yump,"Loading never ending, better see YouTube with 720p no buffering",1,2022-08-29 18:09:37
com.alloapp.yump,"always network error, ketika foto ktp u/ aktivasi paylater/dana instant. useless finance app.",1,2023-01-11 19:27:04
com.alloapp.yump,"Can't log-in, so many bugs, unreliable Apps",1,2022-11-27 16:15:39
com.alloapp.yump,Loading and loading again. Very very bad aplications,1,2022-10-21 08:01:40
com.alloapp.yump,Very wasted time and space for your memory smartphone,1,2022-05-18 02:14:45
